Date,Channel,Chain,Depot,SubCat,SKU,UnitsSold,key
01/05/23,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0021,3915.0,Retail_SuperShop_Harbor Depot_Frozen Foods_PRD0021
01/05/23,Retail,SuperShop,West Depot,Produce,PRD0040,4200.0,Retail_SuperShop_West Depot_Produce_PRD0040
01/05/23,Online,DailyNeeds,East Depot,Snacks,PRD0005,43920.0,Online_DailyNeeds_East Depot_Snacks_PRD0005
01/05/23,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0023,450.0,Retail_QuickPick_Lakeside Depot_Frozen Foods_PRD0023
01/05/23,Retail,QuickPick,South Depot,Bakery,PRD0016,456.0,Retail_QuickPick_South Depot_Bakery_PRD0016
01/05/23,Retail,ValueStore,Harbor Depot,Personal Care,PRD0024,47184.0,Retail_ValueStore_Harbor Depot_Personal Care_PRD0024
01/05/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0015,4752.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0015
01/05/23,Retail,ValueStore,Central Depot,Personal Care,PRD0024,5232.0,Retail_ValueStore_Central Depot_Personal Care_PRD0024
01/05/23,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0022,630.0,Retail_FoodBazaar_West Depot_Frozen Foods_PRD0022
01/05/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0021,765.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0021
01/05/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0026,8100.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0026
01/05/23,Online,FreshMart,North Depot,Dairy,PRD0012,870750.0,Online_FreshMart_North Depot_Dairy_PRD0012
01/05/23,Online,DailyNeeds,East Depot,Dairy,PRD0008,967572.0,Online_DailyNeeds_East Depot_Dairy_PRD0008
01/05/23,Retail,ValueStore,Downtown Depot,Bakery,PRD0017,984.0,Retail_ValueStore_Downtown Depot_Bakery_PRD0017
01/05/23,Online,FreshMart,North Depot,Snacks,PRD0007,990.0,Online_FreshMart_North Depot_Snacks_PRD0007
01/05/23,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0026,990.0,Retail_FoodBazaar_Downtown Depot_Frozen Foods_PRD0026
01/06/23,Online,FreshMart,North Depot,Pantry,PRD0038,10890.0,Online_FreshMart_North Depot_Pantry_PRD0038
01/06/23,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0023,1125.0,Retail_FoodBazaar_Lakeside Depot_Frozen Foods_PRD0023
01/06/23,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0026,1125.0,Retail_FoodBazaar_Harbor Depot_Frozen Foods_PRD0026
01/06/23,Retail,SuperShop,West Depot,Produce,PRD0040,1200.0,Retail_SuperShop_West Depot_Produce_PRD0040
01/06/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0021,1305.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0021
01/06/23,Retail,FoodBazaar,Harbor Depot,Household,PRD0031,1512.0,Retail_FoodBazaar_Harbor Depot_Household_PRD0031
01/06/23,Retail,QuickPick,South Depot,Bakery,PRD0017,1632.0,Retail_QuickPick_South Depot_Bakery_PRD0017
01/06/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0026,1665.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0026
01/06/23,Online,DailyNeeds,East Depot,Snacks,PRD0004,16740.0,Online_DailyNeeds_East Depot_Snacks_PRD0004
01/06/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0018,18096.0,Retail_SuperShop_Harbor Depot_Bakery_PRD0018
01/06/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0014,1896.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0014
01/06/23,Retail,ValueStore,Downtown Depot,Bakery,PRD0017,192.0,Retail_ValueStore_Downtown Depot_Bakery_PRD0017
01/06/23,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0017,1941.0,Retail_FoodBazaar_Harbor Depot_Bakery_PRD0017
01/06/23,Online,FreshMart,North Depot,Snacks,PRD0007,2025.0,Online_FreshMart_North Depot_Snacks_PRD0007
01/06/23,Online,FreshMart,North Depot,Dairy,PRD0009,215514.0,Online_FreshMart_North Depot_Dairy_PRD0009
01/06/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0023,2205.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0023
01/06/23,Retail,QuickPick,Uptown Depot,Bakery,PRD0015,2376.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0015
01/06/23,Online,DailyNeeds,East Depot,Snacks,PRD0005,25515.0,Online_DailyNeeds_East Depot_Snacks_PRD0005
01/06/23,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0022,25605.0,Retail_ValueStore_Harbor Depot_Frozen Foods_PRD0022
01/06/23,Retail,ValueStore,Central Depot,Personal Care,PRD0024,2688.0,Retail_ValueStore_Central Depot_Personal Care_PRD0024
01/06/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0020,2835.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0020
01/06/23,Retail,QuickPick,Lakeside Depot,Bakery,PRD0018,2880.0,Retail_QuickPick_Lakeside Depot_Bakery_PRD0018
01/06/23,Online,DailyNeeds,East Depot,Dairy,PRD0008,311688.0,Online_DailyNeeds_East Depot_Dairy_PRD0008
01/06/23,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0021,315.0,Retail_ValueStore_Lakeside Depot_Frozen Foods_PRD0021
01/06/23,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0015,3432.0,Retail_FoodBazaar_Downtown Depot_Bakery_PRD0015
01/06/23,Retail,SuperShop,South Depot,Frozen Foods,PRD0020,360.0,Retail_SuperShop_South Depot_Frozen Foods_PRD0020
01/06/23,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0023,360.0,Retail_QuickPick_Downtown Depot_Frozen Foods_PRD0023
01/06/23,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0023,360.0,Retail_QuickPick_Lakeside Depot_Frozen Foods_PRD0023
01/06/23,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0021,3870.0,Retail_SuperShop_Harbor Depot_Frozen Foods_PRD0021
01/06/23,Retail,FoodBazaar,South Depot,Bakery,PRD0016,4032.0,Retail_FoodBazaar_South Depot_Bakery_PRD0016
01/06/23,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0022,405.0,Retail_FoodBazaar_West Depot_Frozen Foods_PRD0022
01/06/23,Retail,FoodBazaar,South Depot,Household,PRD0030,4128.0,Retail_FoodBazaar_South Depot_Household_PRD0030
01/06/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0015,4248.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0015
01/06/23,Retail,QuickPick,South Depot,Bakery,PRD0016,432.0,Retail_QuickPick_South Depot_Bakery_PRD0016
01/06/23,Online,DailyNeeds,East Depot,Bakery,PRD0016,4464.0,Online_DailyNeeds_East Depot_Bakery_PRD0016
01/06/23,Retail,ValueStore,South Depot,Personal Care,PRD0024,4560.0,Retail_ValueStore_South Depot_Personal Care_PRD0024
01/06/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0014,4776.0,Retail_SuperShop_Harbor Depot_Bakery_PRD0014
01/06/23,Online,FreshMart,North Depot,Dairy,PRD0012,485244.0,Online_FreshMart_North Depot_Dairy_PRD0012
01/06/23,Retail,ValueStore,Harbor Depot,Personal Care,PRD0024,51696.0,Retail_ValueStore_Harbor Depot_Personal Care_PRD0024
01/06/23,Online,DailyNeeds,East Depot,Bakery,PRD0017,6144.0,Online_DailyNeeds_East Depot_Bakery_PRD0017
01/06/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0026,6660.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0026
01/06/23,Retail,QuickPick,Uptown Depot,Bakery,PRD0016,936.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0016
01/07/23,Online,DailyNeeds,East Depot,Snacks,PRD0004,10215.0,Online_DailyNeeds_East Depot_Snacks_PRD0004
01/07/23,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0026,1034.0001,Retail_FoodBazaar_Harbor Depot_Frozen Foods_PRD0026
01/07/23,Retail,QuickPick,Uptown Depot,Bakery,PRD0016,1464.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0016
01/07/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0014,1488.0,Retail_SuperShop_Harbor Depot_Bakery_PRD0014
01/07/23,Online,DailyNeeds,East Depot,Snacks,PRD0005,15885.0,Online_DailyNeeds_East Depot_Snacks_PRD0005
01/07/23,Online,FreshMart,North Depot,Dairy,PRD0012,161190.0,Online_FreshMart_North Depot_Dairy_PRD0012
01/07/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0021,1620.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0021
01/07/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0018,16224.0,Retail_SuperShop_Harbor Depot_Bakery_PRD0018
01/07/23,Online,FreshMart,North Depot,Pantry,PRD0038,1710.0,Online_FreshMart_North Depot_Pantry_PRD0038
01/07/23,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0015,1824.0,Retail_FoodBazaar_Downtown Depot_Bakery_PRD0015
01/07/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0026,1845.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0026
01/07/23,Online,DailyNeeds,East Depot,Dairy,PRD0008,200448.0,Online_DailyNeeds_East Depot_Dairy_PRD0008
01/07/23,Retail,QuickPick,South Depot,Bakery,PRD0017,2016.0,Retail_QuickPick_South Depot_Bakery_PRD0017
01/07/23,Retail,FoodBazaar,Harbor Depot,Household,PRD0031,2088.0,Retail_FoodBazaar_Harbor Depot_Household_PRD0031
01/07/23,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0017,2148.0,Retail_FoodBazaar_Harbor Depot_Bakery_PRD0017
01/07/23,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0023,225.0,Retail_FoodBazaar_Lakeside Depot_Frozen Foods_PRD0023
01/07/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0023,2295.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0023
01/07/23,Retail,QuickPick,Lakeside Depot,Bakery,PRD0018,2496.0,Retail_QuickPick_Lakeside Depot_Bakery_PRD0018
01/07/23,Retail,ValueStore,Downtown Depot,Bakery,PRD0017,264.0,Retail_ValueStore_Downtown Depot_Bakery_PRD0017
01/07/23,Retail,QuickPick,Uptown Depot,Bakery,PRD0015,2736.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0015
01/07/23,Retail,QuickPick,South Depot,Bakery,PRD0016,288.0,Retail_QuickPick_South Depot_Bakery_PRD0016
01/07/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0014,2880.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0014
01/07/23,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0026,315.0,Retail_FoodBazaar_Downtown Depot_Frozen Foods_PRD0026
01/07/23,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0022,35280.0,Retail_ValueStore_Harbor Depot_Frozen Foods_PRD0022
01/07/23,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0023,360.0,Retail_QuickPick_Lakeside Depot_Frozen Foods_PRD0023
01/07/23,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0021,3780.0,Retail_SuperShop_Harbor Depot_Frozen Foods_PRD0021
01/07/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0020,3870.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0020
01/07/23,Retail,SuperShop,South Depot,Frozen Foods,PRD0020,405.0,Retail_SuperShop_South Depot_Frozen Foods_PRD0020
01/07/23,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0023,405.0,Retail_QuickPick_Downtown Depot_Frozen Foods_PRD0023
01/07/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0015,4056.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0015
01/07/23,Retail,ValueStore,Central Depot,Personal Care,PRD0024,4128.0,Retail_ValueStore_Central Depot_Personal Care_PRD0024
01/07/23,Retail,ValueStore,South Depot,Personal Care,PRD0024,4464.0,Retail_ValueStore_South Depot_Personal Care_PRD0024
01/07/23,Retail,ValueStore,Harbor Depot,Personal Care,PRD0024,45600.0,Retail_ValueStore_Harbor Depot_Personal Care_PRD0024
01/07/23,Online,DailyNeeds,East Depot,Bakery,PRD0017,4704.0,Online_DailyNeeds_East Depot_Bakery_PRD0017
01/07/23,Online,DailyNeeds,East Depot,Bakery,PRD0016,5256.0,Online_DailyNeeds_East Depot_Bakery_PRD0016
01/07/23,Retail,SuperShop,West Depot,Produce,PRD0040,5400.0,Retail_SuperShop_West Depot_Produce_PRD0040
01/07/23,Online,FreshMart,North Depot,Dairy,PRD0009,62100.0,Online_FreshMart_North Depot_Dairy_PRD0009
01/07/23,Online,FreshMart,North Depot,Snacks,PRD0007,675.0,Online_FreshMart_North Depot_Snacks_PRD0007
01/07/23,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0021,810.0,Retail_ValueStore_Lakeside Depot_Frozen Foods_PRD0021
01/07/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0026,9090.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0026
01/07/23,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0022,945.0,Retail_FoodBazaar_West Depot_Frozen Foods_PRD0022
01/07/23,Retail,FoodBazaar,South Depot,Household,PRD0030,960.0,Retail_FoodBazaar_South Depot_Household_PRD0030
01/08/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0021,1035.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0021
01/08/23,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0023,1035.0,Retail_FoodBazaar_Lakeside Depot_Frozen Foods_PRD0023
01/08/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0026,1170.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0026
01/08/23,Retail,QuickPick,Uptown Depot,Bakery,PRD0016,1296.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0016
01/08/23,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0021,1530.0,Retail_SuperShop_Harbor Depot_Frozen Foods_PRD0021
01/08/23,Retail,QuickPick,South Depot,Bakery,PRD0017,1632.0,Retail_QuickPick_South Depot_Bakery_PRD0017
01/08/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0018,17278.99992,Retail_SuperShop_Harbor Depot_Bakery_PRD0018
01/08/23,Online,DailyNeeds,East Depot,Snacks,PRD0005,17640.0,Online_DailyNeeds_East Depot_Snacks_PRD0005
01/08/23,Online,FreshMart,North Depot,Dairy,PRD0012,18900.0,Online_FreshMart_North Depot_Dairy_PRD0012
01/08/23,Retail,FoodBazaar,South Depot,Bakery,PRD0016,1920.0,Retail_FoodBazaar_South Depot_Bakery_PRD0016
01/08/23,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0023,225.0,Retail_QuickPick_Downtown Depot_Frozen Foods_PRD0023
01/08/23,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0023,225.0,Retail_QuickPick_Lakeside Depot_Frozen Foods_PRD0023
01/08/23,Online,FreshMart,North Depot,Pantry,PRD0038,2250.0,Online_FreshMart_North Depot_Pantry_PRD0038
01/08/23,Retail,FoodBazaar,Harbor Depot,Household,PRD0031,2304.0,Retail_FoodBazaar_Harbor Depot_Household_PRD0031
01/08/23,Retail,QuickPick,Lakeside Depot,Bakery,PRD0018,2472.0,Retail_QuickPick_Lakeside Depot_Bakery_PRD0018
01/08/23,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0022,25020.0,Retail_ValueStore_Harbor Depot_Frozen Foods_PRD0022
01/08/23,Online,DailyNeeds,East Depot,Dairy,PRD0008,262330.0,Online_DailyNeeds_East Depot_Dairy_PRD0008
01/08/23,Retail,QuickPick,Uptown Depot,Bakery,PRD0015,2976.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0015
01/08/23,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0026,315.0,Retail_FoodBazaar_Downtown Depot_Frozen Foods_PRD0026
01/08/23,Retail,FoodBazaar,South Depot,Household,PRD0030,3240.0,Retail_FoodBazaar_South Depot_Household_PRD0030
01/08/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0020,3285.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0020
01/08/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0014,3360.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0014
01/08/23,Online,FreshMart,North Depot,Dairy,PRD0009,35532.0,Online_FreshMart_North Depot_Dairy_PRD0009
01/08/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0026,3825.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0026
01/08/23,Retail,ValueStore,Central Depot,Personal Care,PRD0024,3840.0,Retail_ValueStore_Central Depot_Personal Care_PRD0024
01/08/23,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0015,3960.0,Retail_FoodBazaar_Downtown Depot_Bakery_PRD0015
01/08/23,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0026,405.0,Retail_FoodBazaar_Harbor Depot_Frozen Foods_PRD0026
01/08/23,Retail,SuperShop,West Depot,Produce,PRD0040,4200.0,Retail_SuperShop_West Depot_Produce_PRD0040
01/08/23,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0017,4222.00008,Retail_FoodBazaar_Harbor Depot_Bakery_PRD0017
01/08/23,Retail,ValueStore,South Depot,Personal Care,PRD0024,5040.0,Retail_ValueStore_South Depot_Personal Care_PRD0024
01/08/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0014,5110.99992,Retail_SuperShop_Harbor Depot_Bakery_PRD0014
01/08/23,Retail,SuperShop,South Depot,Frozen Foods,PRD0020,540.0,Retail_SuperShop_South Depot_Frozen Foods_PRD0020
01/08/23,Retail,ValueStore,Harbor Depot,Personal Care,PRD0024,54672.0,Retail_ValueStore_Harbor Depot_Personal Care_PRD0024
01/08/23,Retail,ValueStore,Downtown Depot,Bakery,PRD0017,552.0,Retail_ValueStore_Downtown Depot_Bakery_PRD0017
01/08/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0015,5832.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0015
01/08/23,Online,DailyNeeds,East Depot,Bakery,PRD0016,7656.0,Online_DailyNeeds_East Depot_Bakery_PRD0016
01/08/23,Retail,QuickPick,South Depot,Bakery,PRD0016,768.0,Retail_QuickPick_South Depot_Bakery_PRD0016
01/08/23,Online,DailyNeeds,East Depot,Bakery,PRD0017,7728.0,Online_DailyNeeds_East Depot_Bakery_PRD0017
01/08/23,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0022,810.0,Retail_FoodBazaar_West Depot_Frozen Foods_PRD0022
01/08/23,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0021,90.0,Retail_ValueStore_Lakeside Depot_Frozen Foods_PRD0021
01/08/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0023,90.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0023
01/08/23,Online,DailyNeeds,East Depot,Snacks,PRD0004,9765.0,Online_DailyNeeds_East Depot_Snacks_PRD0004
01/09/23,Online,FreshMart,North Depot,Dairy,PRD0012,102725.0,Online_FreshMart_North Depot_Dairy_PRD0012
01/09/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0026,1080.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0026
01/09/23,Online,DailyNeeds,East Depot,Bakery,PRD0016,10896.0,Online_DailyNeeds_East Depot_Bakery_PRD0016
01/09/23,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0026,1125.0,Retail_FoodBazaar_Harbor Depot_Frozen Foods_PRD0026
01/09/23,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0022,1170.0,Retail_FoodBazaar_West Depot_Frozen Foods_PRD0022
01/09/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0023,135.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0023
01/09/23,Retail,QuickPick,Uptown Depot,Bakery,PRD0016,1536.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0016
01/09/23,Retail,QuickPick,South Depot,Bakery,PRD0017,1656.0,Retail_QuickPick_South Depot_Bakery_PRD0017
01/09/23,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0023,180.0,Retail_QuickPick_Downtown Depot_Frozen Foods_PRD0023
01/09/23,Online,DailyNeeds,East Depot,Snacks,PRD0004,18405.0,Online_DailyNeeds_East Depot_Snacks_PRD0004
01/09/23,Retail,ValueStore,Downtown Depot,Bakery,PRD0017,216.0,Retail_ValueStore_Downtown Depot_Bakery_PRD0017
01/09/23,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0021,2295.0,Retail_SuperShop_Harbor Depot_Frozen Foods_PRD0021
01/09/23,Online,DailyNeeds,East Depot,Snacks,PRD0005,24480.0,Online_DailyNeeds_East Depot_Snacks_PRD0005
01/09/23,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0015,2496.0,Retail_FoodBazaar_Downtown Depot_Bakery_PRD0015
01/09/23,Retail,QuickPick,Uptown Depot,Bakery,PRD0015,2880.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0015
01/09/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0018,29904.0,Retail_SuperShop_Harbor Depot_Bakery_PRD0018
01/09/23,Retail,QuickPick,Lakeside Depot,Bakery,PRD0018,3168.0,Retail_QuickPick_Lakeside Depot_Bakery_PRD0018
01/09/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0020,3195.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0020
01/09/23,Online,DailyNeeds,East Depot,Dairy,PRD0008,333652.0,Online_DailyNeeds_East Depot_Dairy_PRD0008
01/09/23,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0022,34380.0,Retail_ValueStore_Harbor Depot_Frozen Foods_PRD0022
01/09/23,Retail,FoodBazaar,South Depot,Bakery,PRD0016,3504.0,Retail_FoodBazaar_South Depot_Bakery_PRD0016
01/09/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0014,3552.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0014
01/09/23,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0017,3572.99976,Retail_FoodBazaar_Harbor Depot_Bakery_PRD0017
01/09/23,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0023,360.0,Retail_QuickPick_Lakeside Depot_Frozen Foods_PRD0023
01/09/23,Retail,FoodBazaar,Harbor Depot,Household,PRD0031,3792.0,Retail_FoodBazaar_Harbor Depot_Household_PRD0031
01/09/23,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0021,3825.0,Retail_ValueStore_Lakeside Depot_Frozen Foods_PRD0021
01/09/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0021,4185.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0021
01/09/23,Online,FreshMart,North Depot,Pantry,PRD0038,450.0,Online_FreshMart_North Depot_Pantry_PRD0038
01/09/23,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0026,450.0,Retail_FoodBazaar_Downtown Depot_Frozen Foods_PRD0026
01/09/23,Retail,ValueStore,South Depot,Personal Care,PRD0024,5040.0,Retail_ValueStore_South Depot_Personal Care_PRD0024
01/09/23,Retail,ValueStore,Harbor Depot,Personal Care,PRD0024,51120.0,Retail_ValueStore_Harbor Depot_Personal Care_PRD0024
01/09/23,Retail,SuperShop,West Depot,Produce,PRD0040,5400.0,Retail_SuperShop_West Depot_Produce_PRD0040
01/09/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0015,5544.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0015
01/09/23,Online,DailyNeeds,East Depot,Bakery,PRD0017,5616.0,Online_DailyNeeds_East Depot_Bakery_PRD0017
01/09/23,Retail,FoodBazaar,South Depot,Household,PRD0030,5712.0,Retail_FoodBazaar_South Depot_Household_PRD0030
01/09/23,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0023,585.0,Retail_FoodBazaar_Lakeside Depot_Frozen Foods_PRD0023
01/09/23,Retail,SuperShop,South Depot,Frozen Foods,PRD0020,630.0,Retail_SuperShop_South Depot_Frozen Foods_PRD0020
01/09/23,Retail,ValueStore,Central Depot,Personal Care,PRD0024,6384.0,Retail_ValueStore_Central Depot_Personal Care_PRD0024
01/09/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0026,6660.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0026
01/09/23,Retail,QuickPick,South Depot,Bakery,PRD0016,744.0,Retail_QuickPick_South Depot_Bakery_PRD0016
01/09/23,Online,FreshMart,North Depot,Dairy,PRD0009,92934.0,Online_FreshMart_North Depot_Dairy_PRD0009
01/09/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0014,9718.00008,Retail_SuperShop_Harbor Depot_Bakery_PRD0014
01/10/23,Retail,ValueStore,Uptown Depot,Household,PRD0030,120.0,Retail_ValueStore_Uptown Depot_Household_PRD0030
01/10/23,Retail,FoodBazaar,Harbor Depot,Household,PRD0031,120.0,Retail_FoodBazaar_Harbor Depot_Household_PRD0031
01/10/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0023,1215.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0023
01/10/23,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0023,1215.0,Retail_FoodBazaar_Lakeside Depot_Frozen Foods_PRD0023
01/10/23,Online,DailyNeeds,East Depot,Bakery,PRD0017,13056.0,Online_DailyNeeds_East Depot_Bakery_PRD0017
01/10/23,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0022,1350.0,Retail_FoodBazaar_West Depot_Frozen Foods_PRD0022
01/10/23,Retail,QuickPick,South Depot,Bakery,PRD0016,1536.0,Retail_QuickPick_South Depot_Bakery_PRD0016
01/10/23,Retail,QuickPick,Uptown Depot,Bakery,PRD0016,1992.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0016
01/10/23,Online,FreshMart,North Depot,Dairy,PRD0009,22925.0,Online_FreshMart_North Depot_Dairy_PRD0009
01/10/23,Online,DailyNeeds,East Depot,Snacks,PRD0004,25695.0,Online_DailyNeeds_East Depot_Snacks_PRD0004
01/10/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0015,2688.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0015
01/10/23,Retail,QuickPick,Lakeside Depot,Bakery,PRD0018,2688.0,Retail_QuickPick_Lakeside Depot_Bakery_PRD0018
01/10/23,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0021,2970.0,Retail_SuperShop_Harbor Depot_Frozen Foods_PRD0021
01/10/23,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0017,3096.0,Retail_FoodBazaar_Harbor Depot_Bakery_PRD0017
01/10/23,Online,DailyNeeds,East Depot,Snacks,PRD0005,31320.0,Online_DailyNeeds_East Depot_Snacks_PRD0005
01/10/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0021,3240.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0021
01/10/23,Online,FreshMart,North Depot,Pantry,PRD0038,3300.0,Online_FreshMart_North Depot_Pantry_PRD0038
01/10/23,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0022,33120.0,Retail_ValueStore_Harbor Depot_Frozen Foods_PRD0022
