Date,Channel,Chain,Depot,SubCat,SKU,UnitsSold
01/09/24,Online,DailyNeeds,East Depot,Dairy,PRD0045,242244
01/09/24,Retail,FoodBazaar,Downtown Depot,Household,PRD0031,2424
01/09/24,Retail,ValueStore,Uptown Depot,Snacks,PRD0004,2430
01/09/24,Retail,SuperShop,South Depot,Frozen Foods,PRD0023,2475
01/09/24,Retail,ValueStore,Central Depot,Snacks,PRD0005,2475
01/09/24,Retail,FoodBazaar,West Depot,Household,PRD0030,2496
01/09/24,Retail,ValueStore,Central Depot,Frozen Foods,PRD0021,2520
01/09/24,Retail,ValueStore,West Depot,Bakery,PRD0016,2520
01/09/24,Retail,FoodBazaar,Lakeside Depot,Bakery,PRD0015,2520
01/09/24,Retail,QuickPick,Harbor Depot,Household,PRD0028,2568
01/09/24,Retail,SuperShop,Uptown Depot,Household,PRD0027,264
01/09/24,Retail,ValueStore,Central Depot,Snacks,PRD0003,2655
01/09/24,Retail,ValueStore,Central Depot,Frozen Foods,PRD0023,2655
01/09/24,Retail,ValueStore,West Depot,Snacks,PRD0004,2655
01/09/24,Retail,FoodBazaar,Lakeside Depot,Household,PRD0031,2664
01/09/24,Online,FreshMart,North Depot,Snacks,PRD0002,270
01/09/24,Retail,SuperShop,Central Depot,Frozen Foods,PRD0021,270
01/09/24,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0020,270
01/09/24,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0026,270
01/09/24,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0020,270
01/09/24,Online,DailyNeeds,East Depot,Snacks,PRD0006,27585
01/09/24,Retail,SuperShop,Lakeside Depot,Frozen Foods,PRD0022,2790
01/09/24,Retail,ValueStore,Harbor Depot,Bakery,PRD0017,2808
01/09/24,Retail,SuperShop,Lakeside Depot,Household,PRD0039,2856
01/09/24,Online,FreshMart,North Depot,Seafood,PRD0029,286080
01/09/24,Retail,FoodBazaar,West Depot,Bakery,PRD0014,288
01/09/24,Retail,ValueStore,West Depot,Snacks,PRD0007,2880
01/09/24,Online,DailyNeeds,East Depot,Dairy,PRD0013,294732
01/09/24,Retail,ValueStore,Uptown Depot,Frozen Foods,PRD0026,2970
01/09/24,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0020,2970
01/09/24,Retail,SuperShop,South Depot,Produce,PRD0019,29760
01/09/24,Retail,SuperShop,Central Depot,Produce,PRD0040,3000
01/09/24,Retail,FoodBazaar,South Depot,Bakery,PRD0017,3000
01/09/24,Retail,ValueStore,Harbor Depot,Personal Care,PRD0024,30048
01/09/24,Retail,ValueStore,South Depot,Frozen Foods,PRD0021,3015
01/09/24,Retail,SuperShop,Uptown Depot,Bakery,PRD0014,3048
01/09/24,Retail,FoodBazaar,Lakeside Depot,Household,PRD0028,3048
01/09/24,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0022,3060
01/09/24,Retail,QuickPick,Uptown Depot,Produce,PRD0040,30600
01/09/24,Online,DailyNeeds,East Depot,Snacks,PRD0007,30690
01/09/24,Retail,SuperShop,West Depot,Bakery,PRD0018,3096
01/09/24,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0022,3105
01/09/24,Retail,QuickPick,Downtown Depot,Bakery,PRD0016,312
01/09/24,Retail,SuperShop,Harbor Depot,Produce,PRD0019,31200
01/09/24,Retail,QuickPick,South Depot,Produce,PRD0040,31200
01/09/24,Retail,SuperShop,West Depot,Household,PRD0031,3144
01/09/24,Retail,FoodBazaar,Central Depot,Bakery,PRD0018,3144
01/09/24,Retail,QuickPick,Harbor Depot,Household,PRD0030,3144
01/09/24,Online,DailyNeeds,East Depot,Dairy,PRD0008,314658
01/09/24,Online,FreshMart,North Depot,Snacks,PRD0005,315
01/09/24,Retail,FoodBazaar,Central Depot,Frozen Foods,PRD0026,315
01/09/24,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0021,315
01/09/24,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0025,315
01/09/24,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0021,3150
01/09/24,Retail,QuickPick,Uptown Depot,Frozen Foods,PRD0022,3150
01/09/24,Retail,FoodBazaar,South Depot,Bakery,PRD0015,3168
01/09/24,Online,FreshMart,North Depot,Dairy,PRD0011,317040
01/09/24,Retail,QuickPick,Lakeside Depot,Produce,PRD0040,31800
01/09/24,Retail,FoodBazaar,Harbor Depot,Household,PRD0028,3238.99992
01/09/24,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0016,3240
01/09/24,Retail,SuperShop,West Depot,Bakery,PRD0015,3264
01/09/24,Retail,FoodBazaar,Uptown Depot,Produce,PRD0040,33000
01/09/24,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0017,3312
01/09/24,Retail,ValueStore,Uptown Depot,Produce,PRD0019,33120
01/09/24,Retail,ValueStore,West Depot,Meat,PRD0033,3324
01/09/24,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0022,3330
01/09/24,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0022,3330
01/09/24,Retail,SuperShop,Harbor Depot,Household,PRD0039,33358.00008
01/09/24,Retail,SuperShop,Central Depot,Household,PRD0027,336
01/09/24,Retail,ValueStore,Downtown Depot,Bakery,PRD0016,336
01/09/24,Retail,FoodBazaar,South Depot,Meat,PRD0033,336
01/09/24,Retail,QuickPick,West Depot,Bakery,PRD0014,336
01/09/24,Retail,ValueStore,Uptown Depot,Frozen Foods,PRD0021,3420
01/09/24,Retail,QuickPick,Harbor Depot,Bakery,PRD0014,3456
01/09/24,Retail,ValueStore,Uptown Depot,Bakery,PRD0015,3480
01/09/24,Retail,FoodBazaar,South Depot,Produce,PRD0040,34800
01/09/24,Retail,FoodBazaar,Lakeside Depot,Household,PRD0030,3528
01/09/24,Online,DailyNeeds,East Depot,Snacks,PRD0002,35415
01/09/24,Retail,FoodBazaar,South Depot,Bakery,PRD0016,3552
01/09/24,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0014,3576
01/09/24,Retail,FoodBazaar,West Depot,Meat,PRD0033,36
01/09/24,Retail,ValueStore,Lakeside Depot,Snacks,PRD0005,360
01/09/24,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0021,360
01/09/24,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0023,360
01/09/24,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0025,360
01/09/24,Retail,QuickPick,Harbor Depot,Household,PRD0031,360
01/09/24,Retail,SuperShop,Uptown Depot,Produce,PRD0040,3600
01/09/24,Retail,SuperShop,Lakeside Depot,Bakery,PRD0018,3624
01/09/24,Retail,ValueStore,South Depot,Frozen Foods,PRD0025,3735
01/09/24,Retail,ValueStore,South Depot,Frozen Foods,PRD0026,3735
01/09/24,Retail,FoodBazaar,Harbor Depot,Household,PRD0030,3768
01/09/24,Retail,ValueStore,Central Depot,Snacks,PRD0004,3780
01/09/24,Retail,QuickPick,Harbor Depot,Bakery,PRD0016,3790.00008
01/09/24,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0022,37933.0002
01/09/24,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0014,3816
01/09/24,Retail,SuperShop,Central Depot,Bakery,PRD0016,384
01/09/24,Retail,ValueStore,Downtown Depot,Bakery,PRD0017,384
01/09/24,Retail,FoodBazaar,West Depot,Household,PRD0027,384
01/09/24,Retail,ValueStore,South Depot,Bakery,PRD0018,3840
01/09/24,Retail,QuickPick,South Depot,Produce,PRD0019,3840
01/09/24,Retail,ValueStore,West Depot,Frozen Foods,PRD0021,3870
01/09/24,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0017,3888
01/09/24,Retail,QuickPick,Downtown Depot,Bakery,PRD0017,3960
01/09/24,Online,DailyNeeds,East Depot,Dairy,PRD0012,397602
01/09/24,Retail,ValueStore,Harbor Depot,Bakery,PRD0016,4008
01/09/24,Retail,QuickPick,Downtown Depot,Bakery,PRD0015,4008
01/09/24,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0026,405
01/09/24,Retail,FoodBazaar,Central Depot,Frozen Foods,PRD0020,405
01/09/24,Retail,FoodBazaar,South Depot,Frozen Foods,PRD0020,405
01/09/24,Retail,FoodBazaar,South Depot,Frozen Foods,PRD0026,405
01/09/24,Retail,ValueStore,South Depot,Bakery,PRD0015,408
01/09/24,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0023,4094.0001
01/09/24,Retail,ValueStore,Uptown Depot,Bakery,PRD0018,4128
01/09/24,Retail,QuickPick,Harbor Depot,Bakery,PRD0017,4128
01/09/24,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0020,4139.0001
01/09/24,Online,DailyNeeds,East Depot,Pantry,PRD0037,417180
01/09/24,Retail,FoodBazaar,Harbor Depot,Meat,PRD0033,420
01/09/24,Online,FreshMart,North Depot,Pantry,PRD0034,4200
01/09/24,Online,FreshMart,North Depot,Pantry,PRD0038,4200
01/09/24,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0018,4200
01/09/24,Retail,SuperShop,South Depot,Bakery,PRD0017,4224
01/09/24,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0015,4224
01/09/24,Online,FreshMart,North Depot,Pantry,PRD0036,4230
01/09/24,Online,DailyNeeds,East Depot,Pantry,PRD0043,42450
01/09/24,Retail,QuickPick,South Depot,Bakery,PRD0015,4272
01/09/24,Retail,ValueStore,Central Depot,Snacks,PRD0007,4320
01/09/24,Retail,ValueStore,Uptown Depot,Personal Care,PRD0024,4320
01/09/24,Retail,SuperShop,Uptown Depot,Household,PRD0031,4416
01/09/24,Retail,QuickPick,West Depot,Frozen Foods,PRD0022,45
01/09/24,Retail,QuickPick,West Depot,Frozen Foods,PRD0023,45
01/09/24,Retail,SuperShop,Lakeside Depot,Frozen Foods,PRD0020,450
01/09/24,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0023,450
01/09/24,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0021,450
01/09/24,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0022,45540
01/09/24,Retail,SuperShop,Central Depot,Bakery,PRD0017,456
01/09/24,Retail,QuickPick,Lakeside Depot,Bakery,PRD0014,456
01/09/24,Retail,QuickPick,Lakeside Depot,Bakery,PRD0018,4608
01/09/24,Retail,ValueStore,South Depot,Snacks,PRD0005,4725
01/09/24,Retail,QuickPick,South Depot,Frozen Foods,PRD0022,4725
01/09/24,Retail,FoodBazaar,Harbor Depot,Produce,PRD0040,47400
01/09/24,Retail,FoodBazaar,Uptown Depot,Household,PRD0030,4752
01/09/24,Retail,QuickPick,South Depot,Household,PRD0028,4752
01/09/24,Retail,QuickPick,West Depot,Bakery,PRD0016,48
01/09/24,Retail,ValueStore,West Depot,Produce,PRD0019,480
01/09/24,Retail,QuickPick,Harbor Depot,Produce,PRD0019,480
01/09/24,Retail,SuperShop,Central Depot,Produce,PRD0019,4800
01/09/24,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0015,4824
01/09/24,Retail,ValueStore,West Depot,Snacks,PRD0003,4860
01/09/24,Retail,QuickPick,Downtown Depot,Bakery,PRD0018,4944
01/09/24,Retail,SuperShop,Lakeside Depot,Frozen Foods,PRD0023,495
01/09/24,Retail,QuickPick,Uptown Depot,Frozen Foods,PRD0020,495
01/09/24,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0023,495
01/09/24,Retail,QuickPick,West Depot,Frozen Foods,PRD0026,495
01/09/24,Retail,FoodBazaar,West Depot,Household,PRD0039,4968
01/09/24,Retail,SuperShop,Uptown Depot,Household,PRD0028,4992
01/09/24,Retail,FoodBazaar,South Depot,Bakery,PRD0014,5016
01/09/24,Retail,QuickPick,Uptown Depot,Bakery,PRD0015,5040
01/09/24,Retail,SuperShop,Uptown Depot,Produce,PRD0019,50400
01/09/24,Online,DailyNeeds,East Depot,Pantry,PRD0038,51360
01/09/24,Retail,ValueStore,South Depot,Snacks,PRD0003,5175
01/09/24,Retail,ValueStore,West Depot,Snacks,PRD0005,5265
01/09/24,Retail,QuickPick,Lakeside Depot,Produce,PRD0019,5280
01/09/24,Retail,QuickPick,Uptown Depot,Bakery,PRD0017,5328
01/09/24,Retail,ValueStore,Harbor Depot,Bakery,PRD0014,5376
01/09/24,Retail,SuperShop,Central Depot,Frozen Foods,PRD0020,540
01/09/24,Retail,FoodBazaar,Central Depot,Frozen Foods,PRD0023,540
01/09/24,Retail,QuickPick,South Depot,Frozen Foods,PRD0020,540
01/09/24,Retail,QuickPick,West Depot,Frozen Foods,PRD0025,540
01/09/24,Retail,QuickPick,West Depot,Produce,PRD0040,5400
01/09/24,Online,DailyNeeds,East Depot,Dairy,PRD0009,542592
01/09/24,Retail,ValueStore,South Depot,Produce,PRD0019,54720
01/09/24,Retail,ValueStore,West Depot,Frozen Foods,PRD0023,5490
01/09/24,Online,FreshMart,North Depot,Dairy,PRD0009,54960
01/09/24,Retail,SuperShop,Central Depot,Household,PRD0031,552
01/09/24,Retail,SuperShop,Central Depot,Household,PRD0028,552
01/09/24,Retail,SuperShop,West Depot,Household,PRD0027,552
01/09/24,Retail,ValueStore,Central Depot,Frozen Foods,PRD0020,5535
01/09/24,Retail,ValueStore,Harbor Depot,Bakery,PRD0015,5544
01/09/24,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0016,5544
01/09/24,Retail,SuperShop,South Depot,Household,PRD0031,5568
01/09/24,Retail,ValueStore,South Depot,Snacks,PRD0004,5625
01/09/24,Online,DailyNeeds,East Depot,Confectionery,PRD0041,5736
01/09/24,Retail,ValueStore,Uptown Depot,Household,PRD0039,576
01/09/24,Retail,ValueStore,Lakeside Depot,Bakery,PRD0016,576
01/09/24,Retail,FoodBazaar,Harbor Depot,Produce,PRD0019,5760
01/09/24,Retail,QuickPick,Uptown Depot,Household,PRD0039,5808
01/09/24,Online,DailyNeeds,East Depot,Dairy,PRD0011,583740
01/09/24,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0025,585
01/09/24,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0021,585
01/09/24,Retail,QuickPick,South Depot,Household,PRD0030,5856
01/09/24,Retail,SuperShop,South Depot,Bakery,PRD0015,5880
01/09/24,Retail,ValueStore,South Depot,Frozen Foods,PRD0023,5895
01/09/24,Retail,SuperShop,West Depot,Frozen Foods,PRD0022,5940
01/09/24,Retail,FoodBazaar,South Depot,Produce,PRD0019,59520
01/09/24,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0022,5985
01/09/24,Retail,FoodBazaar,Central Depot,Bakery,PRD0017,600
01/09/24,Retail,ValueStore,Central Depot,Personal Care,PRD0024,6000
01/09/24,Retail,QuickPick,South Depot,Bakery,PRD0017,6072
01/09/24,Retail,FoodBazaar,South Depot,Household,PRD0031,6120
01/09/24,Retail,QuickPick,South Depot,Bakery,PRD0014,6120
01/09/24,Retail,ValueStore,Central Depot,Frozen Foods,PRD0022,6165
01/09/24,Retail,ValueStore,South Depot,Frozen Foods,PRD0020,6165
01/09/24,Online,FreshMart,North Depot,Dairy,PRD0013,61920
01/09/24,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0021,6210
01/09/24,Retail,ValueStore,Central Depot,Bakery,PRD0016,624
01/09/24,Retail,SuperShop,Uptown Depot,Bakery,PRD0017,6240
01/09/24,Retail,SuperShop,South Depot,Bakery,PRD0014,6264
01/09/24,Retail,FoodBazaar,South Depot,Frozen Foods,PRD0023,630
01/09/24,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0020,630
01/09/24,Online,FreshMart,North Depot,Pantry,PRD0035,6360
01/09/24,Online,DailyNeeds,East Depot,Pantry,PRD0036,64620
01/09/24,Retail,FoodBazaar,Central Depot,Bakery,PRD0016,648
01/09/24,Retail,FoodBazaar,West Depot,Bakery,PRD0015,648
01/09/24,Retail,SuperShop,Uptown Depot,Bakery,PRD0015,6576
01/09/24,Retail,ValueStore,Uptown Depot,Snacks,PRD0003,6615
01/09/24,Retail,QuickPick,Harbor Depot,Household,PRD0039,6624
01/09/24,Retail,ValueStore,Uptown Depot,Snacks,PRD0005,6705
01/09/24,Retail,ValueStore,West Depot,Frozen Foods,PRD0026,6705
01/09/24,Retail,ValueStore,South Depot,Household,PRD0031,672
01/09/24,Retail,FoodBazaar,Downtown Depot,Household,PRD0039,6744
01/09/24,Retail,QuickPick,South Depot,Bakery,PRD0018,6744
01/09/24,Online,DailyNeeds,East Depot,Snacks,PRD0003,6795
01/09/24,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0022,6840
01/09/24,Retail,ValueStore,West Depot,Personal Care,PRD0024,6864
01/09/24,Retail,SuperShop,South Depot,Household,PRD0028,6912
01/09/24,Retail,ValueStore,Central Depot,Bakery,PRD0017,696
01/09/24,Retail,ValueStore,Downtown Depot,Bakery,PRD0015,696
01/09/24,Retail,FoodBazaar,South Depot,Frozen Foods,PRD0022,7155
01/09/24,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0025,719.0001
01/09/24,Retail,SuperShop,West Depot,Frozen Foods,PRD0023,719.01
01/09/24,Online,FreshMart,North Depot,Beverages,PRD0001,719808
01/09/24,Retail,FoodBazaar,Downtown Depot,Meat,PRD0033,72
01/09/24,Retail,SuperShop,Lakeside Depot,Bakery,PRD0016,720
01/09/24,Retail,QuickPick,Uptown Depot,Frozen Foods,PRD0026,720
01/09/24,Retail,ValueStore,South Depot,Personal Care,PRD0024,7200
01/09/24,Retail,ValueStore,South Depot,Snacks,PRD0007,7290
01/09/24,Online,DailyNeeds,East Depot,Dairy,PRD0010,734886
01/09/24,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0022,7425
01/09/24,Retail,ValueStore,Uptown Depot,Household,PRD0030,744
01/09/24,Retail,FoodBazaar,West Depot,Bakery,PRD0016,744
01/09/24,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0022,7470
01/09/24,Online,FreshMart,North Depot,Pantry,PRD0043,750
01/09/24,Retail,QuickPick,Uptown Depot,Bakery,PRD0018,7512
01/09/24,Online,DailyNeeds,East Depot,Pantry,PRD0035,76200
01/09/24,Retail,FoodBazaar,Uptown Depot,Household,PRD0031,7630.99992
01/09/24,Retail,SuperShop,West Depot,Frozen Foods,PRD0020,765
01/09/24,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0021,765
01/09/24,Retail,SuperShop,Central Depot,Bakery,PRD0015,768
01/09/24,Retail,FoodBazaar,Downtown Depot,Produce,PRD0019,7680
01/09/24,Retail,SuperShop,West Depot,Produce,PRD0040,7800
01/09/24,Retail,FoodBazaar,Harbor Depot,Household,PRD0027,792
01/09/24,Retail,QuickPick,South Depot,Household,PRD0039,8088
01/09/24,Retail,ValueStore,Lakeside Depot,Snacks,PRD0004,810
01/09/24,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0026,810
01/09/24,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0023,810
01/09/24,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0026,810
01/09/24,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0026,810
01/09/24,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0021,810
01/09/24,Retail,ValueStore,Harbor Depot,Household,PRD0030,816
01/09/24,Retail,FoodBazaar,Uptown Depot,Household,PRD0028,8184
01/09/24,Retail,QuickPick,Lakeside Depot,Bakery,PRD0016,840
01/09/24,Online,FreshMart,North Depot,Dairy,PRD0010,84000
01/09/24,Retail,ValueStore,Uptown Depot,Snacks,PRD0007,8505
01/09/24,Retail,ValueStore,Downtown Depot,Snacks,PRD0003,855
01/09/24,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0020,855
01/09/24,Retail,QuickPick,Uptown Depot,Frozen Foods,PRD0025,855
01/09/24,Retail,ValueStore,Uptown Depot,Frozen Foods,PRD0020,8595
01/09/24,Retail,SuperShop,West Depot,Bakery,PRD0016,863.016
01/09/24,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0014,864
01/09/24,Retail,FoodBazaar,Central Depot,Household,PRD0030,888
01/09/24,Retail,SuperShop,South Depot,Bakery,PRD0018,8880
01/09/24,Retail,FoodBazaar,Central Depot,Frozen Foods,PRD0021,90
01/09/24,Retail,FoodBazaar,Central Depot,Frozen Foods,PRD0022,900
01/09/24,Retail,QuickPick,Uptown Depot,Frozen Foods,PRD0021,900
01/09/24,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0023,900
01/09/24,Retail,ValueStore,West Depot,Frozen Foods,PRD0025,9000
01/09/24,Retail,SuperShop,Uptown Depot,Bakery,PRD0018,9096
01/09/24,Retail,QuickPick,West Depot,Bakery,PRD0015,912
01/09/24,Retail,QuickPick,West Depot,Bakery,PRD0017,912
01/09/24,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0015,9144
01/09/24,Retail,QuickPick,Harbor Depot,Bakery,PRD0018,9192
01/09/24,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0026,9225
01/09/24,Retail,FoodBazaar,Harbor Depot,Household,PRD0039,9264
01/09/24,Retail,FoodBazaar,Lakeside Depot,Bakery,PRD0018,9336
01/09/24,Retail,SuperShop,Lakeside Depot,Household,PRD0028,936
01/09/24,Retail,SuperShop,Harbor Depot,Bakery,PRD0017,9384
01/09/24,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0023,945
01/09/24,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0023,945
01/09/24,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0026,945
01/09/24,Retail,SuperShop,South Depot,Frozen Foods,PRD0022,9495
01/09/24,Retail,SuperShop,West Depot,Household,PRD0039,9504
01/09/24,Retail,QuickPick,West Depot,Produce,PRD0019,960
01/09/24,Retail,FoodBazaar,West Depot,Produce,PRD0040,9600
01/09/24,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0023,9765
01/09/24,Retail,ValueStore,Harbor Depot,Household,PRD0039,984
01/09/24,Retail,FoodBazaar,Central Depot,Household,PRD0028,984
01/09/24,Retail,QuickPick,South Depot,Frozen Foods,PRD0025,990
01/10/24,Retail,ValueStore,South Depot,Household,PRD0030,0
01/10/24,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0020,0
01/10/24,Retail,ValueStore,South Depot,Bakery,PRD0015,0
01/10/24,Retail,ValueStore,Uptown Depot,Bakery,PRD0017,0
01/10/24,Retail,ValueStore,West Depot,Frozen Foods,PRD0022,10035
01/10/24,Retail,FoodBazaar,West Depot,Produce,PRD0019,10080
01/10/24,Retail,QuickPick,Harbor Depot,Bakery,PRD0017,10128
01/10/24,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0025,10215
01/10/24,Retail,SuperShop,West Depot,Bakery,PRD0014,1032
01/10/24,Retail,FoodBazaar,Downtown Depot,Household,PRD0030,1032
01/10/24,Online,FreshMart,North Depot,Dairy,PRD0010,104640
01/10/24,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0017,1080
01/10/24,Retail,FoodBazaar,West Depot,Household,PRD0039,10800
01/10/24,Retail,QuickPick,Uptown Depot,Household,PRD0039,10872
01/10/24,Retail,ValueStore,Uptown Depot,Bakery,PRD0014,1104
01/10/24,Retail,ValueStore,Lakeside Depot,Personal Care,PRD0024,1104
01/10/24,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0021,11070
01/10/24,Online,DailyNeeds,East Depot,Pantry,PRD0034,111150
01/10/24,Retail,SuperShop,Harbor Depot,Bakery,PRD0016,11184
01/10/24,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0018,11208
01/10/24,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0023,1125
01/10/24,Retail,SuperShop,West Depot,Bakery,PRD0017,1128
01/10/24,Retail,ValueStore,Harbor Depot,Household,PRD0031,1128
01/10/24,Retail,QuickPick,South Depot,Frozen Foods,PRD0022,11295
01/10/24,Retail,ValueStore,Lakeside Depot,Bakery,PRD0018,1152
01/10/24,Retail,FoodBazaar,South Depot,Bakery,PRD0016,1152
01/10/24,Retail,QuickPick,South Depot,Household,PRD0030,11640
01/10/24,Retail,QuickPick,Uptown Depot,Frozen Foods,PRD0026,1169.0001
01/10/24,Retail,SuperShop,Central Depot,Frozen Foods,PRD0021,1170
01/10/24,Retail,ValueStore,Harbor Depot,Household,PRD0030,1176
01/10/24,Retail,ValueStore,Harbor Depot,Household,PRD0039,1176
01/10/24,Retail,FoodBazaar,Central Depot,Household,PRD0028,1176
01/10/24,Retail,QuickPick,Harbor Depot,Household,PRD0039,11784
01/10/24,Retail,SuperShop,South Depot,Bakery,PRD0018,11856
01/10/24,Retail,ValueStore,Lakeside Depot,Household,PRD0039,120
01/10/24,Retail,SuperShop,Central Depot,Household,PRD0031,1200
01/10/24,Retail,ValueStore,Uptown Depot,Bakery,PRD0015,1200
01/10/24,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0022,12105
01/10/24,Retail,SuperShop,Uptown Depot,Frozen Foods,PRD0020,1215
01/10/24,Retail,ValueStore,Central Depot,Frozen Foods,PRD0023,1215
01/10/24,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0021,1215
01/10/24,Retail,ValueStore,South Depot,Frozen Foods,PRD0022,12195
01/10/24,Retail,ValueStore,Uptown Depot,Household,PRD0039,1224
01/10/24,Retail,ValueStore,Harbor Depot,Household,PRD0028,1224
01/10/24,Retail,FoodBazaar,Central Depot,Household,PRD0027,1224
01/10/24,Retail,SuperShop,Uptown Depot,Bakery,PRD0018,12288
01/10/24,Retail,FoodBazaar,South Depot,Bakery,PRD0018,12360
01/10/24,Retail,ValueStore,Harbor Depot,Meat,PRD0033,12372
01/10/24,Retail,QuickPick,Lakeside Depot,Bakery,PRD0016,1248
01/10/24,Retail,FoodBazaar,Lakeside Depot,Bakery,PRD0018,12552
01/10/24,Retail,ValueStore,Uptown Depot,Frozen Foods,PRD0023,1260
01/10/24,Retail,SuperShop,West Depot,Produce,PRD0040,12600
01/10/24,Retail,QuickPick,Uptown Depot,Bakery,PRD0018,12624
01/10/24,Retail,QuickPick,Lakeside Depot,Bakery,PRD0018,12624
01/10/24,Online,FreshMart,North Depot,Dairy,PRD0012,126720
01/10/24,Retail,SuperShop,Lakeside Depot,Household,PRD0028,1296
01/10/24,Retail,FoodBazaar,Central Depot,Bakery,PRD0015,1296
01/10/24,Retail,ValueStore,Harbor Depot,Snacks,PRD0004,13005
01/10/24,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0021,13005
01/10/24,Retail,ValueStore,Downtown Depot,Snacks,PRD0005,1305
01/10/24,Retail,ValueStore,Lakeside Depot,Snacks,PRD0004,1305
01/10/24,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0025,1305
01/10/24,Retail,QuickPick,Uptown Depot,Frozen Foods,PRD0025,1305
01/10/24,Online,FreshMart,North Depot,Pantry,PRD0037,13050
01/10/24,Online,DailyNeeds,East Depot,Confectionery,PRD0041,1320
01/10/24,Retail,SuperShop,Lakeside Depot,Bakery,PRD0014,1320
01/10/24,Retail,QuickPick,Harbor Depot,Household,PRD0031,1320
01/10/24,Retail,SuperShop,South Depot,Frozen Foods,PRD0022,13230
01/10/24,Retail,SuperShop,Lakeside Depot,Bakery,PRD0015,1344
01/10/24,Retail,FoodBazaar,Central Depot,Frozen Foods,PRD0023,135
01/10/24,Retail,FoodBazaar,Uptown Depot,Frozen Foods,PRD0026,1350
01/10/24,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0021,1350
01/10/24,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0023,1350
01/10/24,Retail,SuperShop,Central Depot,Bakery,PRD0015,1392
